"Date","Customer.code","Item.code","Units"
"2014-07-26","C3329","I34",0.53
"2014-07-26","C3329","I14",2.65
"2014-07-26","C3329","I14",2.36
"2014-07-26","C3329","I14",3.83
"2014-07-26","C3329","I14",2.18
"2014-07-26","C3329","I14",2.95
"2014-07-26","C3329","I14",2.41
"2014-07-26","C3329","I14",3.92
"2014-07-26","C3329","I14",4.38
"2014-07-26","C3329","I14",3.79
"2014-07-26","C3329","I14",2.15
"2014-07-26","C3329","I29",3.63
"2014-07-26","C3329","I14",2.1
"2014-07-26","C3329","I14",1.67
"2014-07-26","C3329","I14",2.23
