"Date","Customer.code","Item.code","Units"
"2014-04-13","C2979","I18",17.54
"2014-04-13","C2979","I18",55.99
"2014-04-13","C2979","I15",10.7
"2014-04-13","C2979","I17",1.05
"2014-04-13","C2979","I31",0.72
"2014-04-13","C2979","I33",6.95
"2014-04-13","C2979","I4",52.24
"2014-04-13","C2979","I4",50.01
"2014-04-13","C2979","I18",31.74
"2014-04-13","C2979","I15",6.79
"2014-04-13","C2979","I9",3.89
"2014-04-13","C2979","I17",3.67
"2014-04-13","C2979","I8",0
"2014-04-13","C2979","I19",0
"2014-07-21","C2979","I33",2.97
"2014-07-27","C2979","I11",0.27
"2014-07-27","C2979","I33",5.4
"2014-07-27","C2979","I14",2.17
"2014-07-27","C2979","I33",5.32
"2014-07-27","C2979","I13",4.58
"2014-07-27","C2979","I33",5.33
"2014-07-27","C2979","I14",2.37
"2014-08-05","C2979","I17",0.06
"2014-08-05","C2979","I34",5
"2014-08-05","C2979","I34",10
"2014-08-05","C2979","I34",10.05
"2014-08-05","C2979","I34",10.01
"2014-08-05","C2979","I34",2.47
"2014-08-05","C2979","I34",3.12
"2014-08-05","C2979","I34",2.03
"2014-08-05","C2979","I34",3
"2014-08-05","C2979","I31",0.35
"2014-08-05","C2979","I34",5.21
"2014-08-05","C2979","I34",10
"2014-08-05","C2979","I34",6
"2014-08-05","C2979","I34",2.1
"2014-08-05","C2979","I34",5.2
"2014-08-05","C2979","I34",29.17
"2014-08-05","C2979","I34",5
"2016-08-15","C2979","I15",3.65
