"Date","Customer.code","Item.code","Units"
"2014-06-11","C5631","I3",0.51
"2014-09-28","C5631","I6",1.72
"2014-09-28","C5631","I7",2.86
"2014-10-08","C5631","I11",1.06
"2014-10-22","C5631","I6",2
"2014-10-22","C5631","I11",2.02
"2015-01-17","C5631","I2",0.31
"2015-05-21","C5631","I18",15.41
"2015-05-21","C5631","I17",0.77
"2015-05-21","C5631","I3",0.63
"2015-10-19","C5631","I28",0
"2015-10-20","C5631","I33",3.57
"2015-10-20","C5631","I11",1.06
"2015-11-26","C5631","I11",2.02
"2015-12-02","C5631","I13",2.5
"2015-12-02","C5631","I21",0.53
