"Date","Customer.code","Item.code","Units"
"2014-08-18","C29","I10",0.4
"2014-12-14","C29","I9",3.91
"2015-02-10","C29","I10",0.24
"2015-02-21","C29","I20",0
"2015-03-10","C29","I9",5.94
"2015-03-10","C29","I7",14.12
"2015-03-10","C29","I18",21.97
"2015-03-10","C29","I16",2.74
"2015-03-10","C29","I17",1.38
"2015-03-10","C29","I31",0.76
"2015-03-12","C29","I16",2.07
"2015-03-12","C29","I17",1.76
"2015-03-12","C29","I17",0.41
"2015-04-28","C29","I10",0.12
"2015-12-22","C29","I17",1.06
"2015-12-22","C29","I17",4.06
"2015-12-22","C29","I16",3.21
