"Date","Customer.code","Item.code","Units"
"2015-01-28","C1851","I30",4.63
"2015-02-02","C1851","I15",4.32
"2015-02-02","C1851","I18",28.76
"2015-02-02","C1851","I15",5.72
"2015-02-02","C1851","I33",1.69
"2015-02-13","C1851","I11",9.24
"2015-02-13","C1851","I12",29.05
"2015-02-21","C1851","I18",12.12
"2015-03-08","C1851","I4",30.42
"2015-04-19","C1851","I14",2.32
"2015-07-07","C1851","I33",5.2
"2016-04-14","C1851","I9",6.57
"2016-04-14","C1851","I11",10
"2016-04-18","C1851","I33",3.11
"2016-05-12","C1851","I14",2.86
"2016-05-14","C1851","I14",3.38
"2016-05-25","C1851","I9",8.36
"2016-09-28","C1851","I33",6.27
