"Date","Customer.code","Item.code","Units"
"2014-10-16","C669","I18",24.12
"2014-10-16","C669","I16",4.27
"2014-10-16","C669","I17",1.7
"2014-10-16","C669","I31",0.6
"2014-10-17","C669","I17",1.03
"2014-10-27","C669","I11",16.35
"2014-10-27","C669","I11",0.67
"2014-11-24","C669","I17",20.07
"2014-11-24","C669","I17",1.1
"2014-11-24","C669","I16",4.06
"2014-11-29","C669","I11",0.65
"2015-02-09","C669","I14",4.36
"2015-02-13","C669","I18",24.85
"2015-02-13","C669","I15",4.51
"2015-02-13","C669","I33",4.55
"2015-02-13","C669","I15",3.63
"2015-02-13","C669","I6",1.05
"2015-02-13","C669","I14",2.2
"2015-02-14","C669","I15",4.41
"2015-02-14","C669","I16",7.1
"2015-02-14","C669","I11",0.5
"2015-02-14","C669","I21",0.22
"2015-04-15","C669","I17",0.7
