"Date","Customer.code","Item.code","Units"
"2014-05-04","C910","I18",2.92
"2014-05-11","C910","I25",7.39
"2014-06-21","C910","I33",3.09
"2014-07-12","C910","I14",4.7
"2014-07-12","C910","I14",4.59
"2014-07-27","C910","I14",1.97
"2014-07-27","C910","I14",3.08
"2015-03-03","C910","I11",0.04
"2015-04-30","C910","I11",10.51
"2015-04-30","C910","I11",10
"2015-07-11","C910","I9",3.6
"2015-07-14","C910","I33",5.26
"2015-07-14","C910","I21",1.83
"2015-07-14","C910","I11",1.72
"2015-08-26","C910","I9",4.5
"2015-08-26","C910","I21",0.25
"2015-12-05","C910","I14",1.83
"2015-12-05","C910","I21",0.02
"2016-04-13","C910","I9",3.02
"2016-04-13","C910","I21",1.44
"2016-05-08","C910","I14",5.35
"2016-09-14","C910","I9",5.07
