"Date","Customer.code","Item.code","Units"
"2014-05-02","C2404","I33",2.68
"2014-05-07","C2404","I10",0.03
"2014-05-07","C2404","I7",16.8
"2014-06-08","C2404","I30",4.43
"2014-06-08","C2404","I3",0.99
"2014-06-21","C2404","I31",0.03
"2014-07-27","C2404","I13",1.98
"2014-07-27","C2404","I26",0.14
"2014-10-16","C2404","I11",20.01
"2014-11-27","C2404","I16",3.07
"2014-11-27","C2404","I31",0.82
"2014-11-27","C2404","I17",1.53
"2015-01-13","C2404","I31",0.64
"2015-01-13","C2404","I24",0.71
"2015-04-02","C2404","I16",4.05
