"Date","Customer.code","Item.code","Units"
"2014-04-17","C1094","I22",79.64
"2014-04-17","C1094","I26",0.01
"2014-07-24","C1094","I17",5.21
"2014-10-21","C1094","I11",10.21
"2014-10-21","C1094","I25",3.23
"2014-10-21","C1094","I18",11.55
"2014-12-16","C1094","I16",1.74
"2014-12-16","C1094","I10",0.38
"2014-12-16","C1094","I11",5.01
"2015-02-05","C1094","I2",0.6
"2015-02-12","C1094","I20",0
"2015-02-16","C1094","I11",20
"2015-02-16","C1094","I11",14.23
"2015-03-29","C1094","I9",2.48
"2015-03-29","C1094","I31",0.44
"2015-03-29","C1094","I23",0.37
"2015-03-29","C1094","I2",0.16
"2015-05-05","C1094","I7",10.13
"2015-05-06","C1094","I11",23.72
"2015-05-12","C1094","I11",19.98
"2015-05-30","C1094","I11",9.99
"2015-07-09","C1094","I11",10
"2015-12-09","C1094","I9",8.22
"2015-12-09","C1094","I9",5.54
"2016-01-30","C1094","I8",0
"2016-01-31","C1094","I7",6.07
"2016-01-31","C1094","I21",0.18
"2016-04-14","C1094","I11",10
"2016-05-02","C1094","I11",22.04
"2016-06-08","C1094","I6",3.88
"2016-06-26","C1094","I17",11.96
"2016-07-11","C1094","I11",7.1
"2016-09-05","C1094","I3",0.56
"2016-09-05","C1094","I11",5
"2016-09-05","C1094","I19",0
"2016-09-05","C1094","I19",0
"2016-09-25","C1094","I14",4.99
"2016-09-25","C1094","I14",5.48
