"Date","Customer.code","Item.code","Units"
"2015-04-11","C5561","I11",10.01
"2015-06-11","C5561","I33",4.75
"2015-06-11","C5561","I9",2.01
"2015-06-11","C5561","I18",23.62
"2015-06-11","C5561","I16",3.86
"2015-06-11","C5561","I17",1.03
"2015-06-11","C5561","I31",0.72
"2015-11-16","C5561","I16",3.48
"2015-11-19","C5561","I18",33.63
"2015-11-19","C5561","I16",1.36
"2015-12-14","C5561","I17",10.15
"2015-12-14","C5561","I18",30.66
"2016-01-21","C5561","I9",6.94
"2016-01-24","C5561","I7",21.83
"2016-05-12","C5561","I9",6.71
"2016-09-10","C5561","I7",2.06
