"Date","Customer.code","Item.code","Units"
"2014-05-15","C1159","I27",0.1
"2014-05-15","C1159","I14",3.92
"2014-05-15","C1159","I14",2.24
"2014-05-15","C1159","I3",1.42
"2014-05-15","C1159","I14",2.5
"2014-05-15","C1159","I14",2.08
"2014-05-15","C1159","I14",3.09
"2014-05-15","C1159","I14",4.17
"2014-05-15","C1159","I14",3.77
"2014-05-15","C1159","I14",3.3
"2014-05-15","C1159","I14",3.77
"2014-05-15","C1159","I14",3.48
"2014-05-15","C1159","I14",1.73
"2014-05-15","C1159","I33",3.05
"2014-05-15","C1159","I12",14.89
