"Date","Customer.code","Item.code","Units"
"2014-04-26","C4451","I11",10.03
"2014-06-16","C4451","I11",10.17
"2014-11-30","C4451","I7",109.05
"2014-11-30","C4451","I9",13.07
"2014-12-09","C4451","I7",103.4
"2015-02-24","C4451","I9",9.62
"2015-05-04","C4451","I18",14.47
"2015-05-04","C4451","I16",1.94
"2015-05-04","C4451","I17",0.98
"2015-05-04","C4451","I10",0.55
"2015-05-04","C4451","I7",13.12
"2015-05-04","C4451","I6",0.91
"2015-06-20","C4451","I11",10.02
"2015-08-19","C4451","I11",49.95
"2015-11-11","C4451","I11",20
"2016-01-06","C4451","I14",4.95
"2016-01-11","C4451","I10",0.14
"2016-02-04","C4451","I11",57.1
"2016-02-16","C4451","I18",26.99
"2016-02-16","C4451","I15",1.85
"2016-02-16","C4451","I15",1.85
"2016-02-27","C4451","I12",40.32
"2016-02-27","C4451","I12",40.32
"2016-04-20","C4451","I9",5.9
"2016-04-20","C4451","I9",6.21
