"Date","Customer.code","Item.code","Units"
"2014-04-02","C1278","I12",32.43
"2014-04-03","C4161","I12",30.6
"2014-04-03","C4127","I12",37.35
"2014-04-06","C961","I12",16.64
"2014-04-12","C3720","I12",13.63
"2014-04-13","C924","I12",12.8
"2014-04-14","C2173","I12",30.24
"2014-04-16","C3409","I12",40.27
"2014-04-17","C367","I12",30.4
"2014-04-19","C1653","I12",18.22
"2014-04-29","C2070","I12",14.25
"2014-04-29","C1037","I12",13.25
"2014-04-30","C4813","I12",15.47
"2014-05-01","C3505","I12",14.85
"2014-05-01","C3505","I12",14.87
"2014-05-02","C2651","I12",26.8
"2014-05-03","C4731","I12",13.7
"2014-05-03","C4332","I12",10.83
"2014-05-03","C218","I12",19.34
"2014-05-04","C4848","I12",9.65
"2014-05-04","C4854","I12",8.15
"2014-05-06","C4315","I12",13.37
"2014-05-06","C377","I12",13.82
"2014-05-06","C620","I12",25.83
"2014-05-07","C1344","I12",12.41
"2014-05-09","C3359","I12",10.04
"2014-05-09","C231","I12",13.72
"2014-05-13","C4574","I12",28.85
"2014-05-13","C5313","I12",10.45
"2014-05-13","C3721","I12",10.66
"2014-05-14","C2744","I12",35.11
"2014-05-14","C5661","I12",13.16
"2014-05-14","C2476","I12",18.29
"2014-05-14","C1588","I12",25.2
"2014-05-14","C4271","I12",30.13
"2014-05-15","C1159","I12",14.89
"2014-05-15","C593","I12",22.03
"2014-05-15","C3491","I12",11.42
"2014-05-15","C1201","I12",37.3
"2014-05-15","C199","I12",9.85
"2014-05-18","C1994","I12",15.71
"2014-05-19","C3466","I12",11.66
"2014-05-23","C4783","I12",7.52
"2014-05-23","C2341","I12",8.38
"2014-05-26","C3134","I12",24.68
"2014-05-27","C468","I12",9.93
"2014-05-29","C174","I12",23.57
"2014-05-29","C2865","I12",6.65
"2014-05-29","C603","I12",17.73
"2014-06-02","C2256","I12",29.5
"2014-06-02","C1361","I12",12.24
"2014-06-04","C3181","I12",13.46
"2014-06-05","C4024","I12",30.73
"2014-06-05","C2102","I12",31.26
"2014-06-10","C3952","I12",17.64
"2014-06-12","C2639","I12",11.27
"2014-06-14","C225","I12",8.64
"2014-06-17","C5291","I12",25.47
"2014-06-19","C40","I12",10.28
"2014-06-19","C5452","I12",22.16
"2014-06-24","C1033","I12",26.46
"2014-06-25","C1493","I12",18.45
"2014-06-30","C3764","I12",29.2
"2014-07-07","C5058","I12",25.85
"2014-07-07","C5058","I12",26.04
"2014-07-07","C4836","I12",25.23
"2014-07-13","C2588","I12",17.77
"2014-07-15","C3045","I12",16.81
"2014-07-16","C946","I12",9.2
"2014-07-16","C3531","I12",9.8
"2014-07-16","C3516","I12",10.4
"2014-07-17","C2135","I12",19.08
"2014-07-19","C3196","I12",13.4
"2014-07-19","C50","I12",14.94
"2014-07-19","C1400","I12",9.7
"2014-07-19","C5419","I12",24.77
"2014-07-20","C187","I12",13.34
"2014-07-21","C2123","I12",29.91
"2014-07-24","C5368","I12",13.29
"2014-07-26","C694","I12",10.94
"2014-07-29","C2098","I12",21.1
"2014-07-30","C2677","I12",30.65
"2014-07-30","C2677","I12",13.88
"2014-08-09","C3064","I12",41.7
"2014-08-10","C2450","I12",32.5
"2014-08-25","C986","I12",30.23
"2014-08-30","C989","I12",24.92
"2014-09-05","C4482","I12",30.67
"2014-09-06","C3025","I12",37.75
"2014-09-13","C232","I12",15.47
"2014-09-24","C4680","I12",14.84
"2014-09-26","C1770","I12",21.15
"2014-09-27","C2105","I12",16.9
"2014-09-30","C4917","I12",9
"2014-10-01","C4405","I12",24.74
"2014-10-03","C438","I12",14.13
"2014-10-03","C1343","I12",15.9
"2014-10-03","C5449","I12",26.06
"2014-10-04","C4729","I12",30.37
"2014-10-09","C2181","I12",24.78
"2014-10-13","C2748","I12",15.52
"2014-10-17","C2393","I12",22.37
"2014-10-20","C2369","I12",13.22
"2014-10-20","C3645","I12",13.54
"2014-10-21","C376","I12",21.06
"2014-10-22","C3472","I12",10.07
"2014-10-23","C4605","I12",10.23
"2014-10-24","C3842","I12",17.52
"2014-10-24","C5558","I12",11.38
"2014-10-24","C5558","I12",12.55
"2014-10-25","C5237","I12",17.95
"2014-10-25","C1405","I12",40.44
"2014-10-27","C5197","I12",13.53
"2014-10-30","C3391","I12",10.03
"2014-11-04","C2447","I12",10.44
"2014-11-05","C58","I12",13.95
"2014-11-05","C4007","I12",25.9
"2014-11-06","C845","I12",15.28
"2014-11-13","C5484","I12",25.26
"2014-11-13","C5281","I12",22.07
"2014-11-13","C2902","I12",9.46
"2014-11-13","C2902","I12",9.63
"2014-11-16","C1506","I12",11.45
"2014-11-16","C3149","I12",17.55
"2014-11-18","C4439","I12",14.62
"2014-11-19","C561","I12",9.47
"2014-11-23","C1506","I12",11.54
"2014-11-23","C4481","I12",28.3
"2014-11-23","C3946","I12",25.91
"2014-11-24","C3678","I12",15.59
"2014-11-27","C4163","I12",20.5
"2014-11-29","C4248","I12",12.28
"2014-11-29","C4878","I12",12.92
"2014-12-05","C1293","I12",25.35
"2014-12-06","C3773","I12",25.32
"2014-12-09","C5600","I12",44.48
"2014-12-13","C731","I12",13.64
"2014-12-13","C1608","I12",31.27
"2014-12-14","C254","I12",20.34
"2014-12-18","C3078","I12",58.33
"2014-12-18","C1927","I12",23.9
"2014-12-20","C4368","I12",19.87
"2014-12-23","C3101","I12",11.94
"2014-12-24","C3908","I12",9.71
"2015-01-01","C4483","I12",30.52
"2015-01-03","C3618","I12",14.76
"2015-01-07","C2567","I12",12.57
"2015-01-07","C130","I12",15.3
"2015-01-11","C1557","I12",38.5
"2015-01-13","C4548","I12",60.75
"2015-01-14","C4292","I12",28.69
"2015-01-19","C2923","I12",16.26
"2015-01-20","C4804","I12",24.35
"2015-01-20","C4804","I12",40.24
"2015-01-20","C1928","I12",22.32
"2015-01-22","C3043","I12",30.34
"2015-01-22","C2131","I12",15.57
"2015-01-24","C1134","I12",8.47
"2015-01-24","C3304","I12",12.65
"2015-01-24","C3326","I12",15.36
"2015-01-24","C5622","I12",10.99
"2015-01-26","C3955","I12",27.23
"2015-01-27","C3226","I12",29
"2015-02-02","C4910","I12",14.5
"2015-02-02","C1502","I12",12.44
"2015-02-04","C3714","I12",30.37
"2015-02-05","C3506","I12",14.79
"2015-02-11","C2870","I12",32.54
"2015-02-13","C1725","I12",11.53
"2015-02-13","C1851","I12",29.05
"2015-02-14","C5465","I12",30.68
"2015-02-14","C2532","I12",12.99
"2015-02-14","C3058","I12",23.64
"2015-02-14","C2602","I12",29.28
"2015-02-14","C341","I12",13.25
"2015-02-15","C161","I12",2.63
"2015-02-15","C161","I12",12.08
"2015-02-15","C4924","I12",19.33
"2015-02-16","C4613","I12",27.17
"2015-02-18","C1920","I12",35.79
"2015-02-28","C1452","I12",17.11
"2015-03-08","C280","I12",20.53
"2015-03-08","C1560","I12",38.47
"2015-03-08","C2629","I12",35.21
"2015-03-08","C595","I12",36.76
"2015-03-10","C5577","I12",29.35
"2015-03-13","C4070","I12",9.64
"2015-03-15","C4696","I12",11.54
"2015-03-15","C4696","I12",12.08
"2015-03-15","C189","I12",25.77
"2015-03-15","C4267","I12",13.94
"2015-03-18","C4866","I12",35
"2015-03-21","C1526","I12",30.35
"2015-03-21","C4531","I12",13.83
"2015-03-21","C2616","I12",24.98
"2015-03-21","C5404","I12",37.73
"2015-03-24","C4902","I12",38.3
"2015-03-24","C5407","I12",16.2
"2015-03-24","C1697","I12",24.45
"2015-03-24","C5552","I12",10.12
"2015-03-25","C5113","I12",40.75
"2015-03-25","C214","I12",40.39
"2015-03-26","C3067","I12",13.3
"2015-03-28","C1925","I12",9.82
"2015-03-28","C3714","I12",40.44
"2015-04-04","C4311","I12",18.6
"2015-04-07","C1982","I12",26.65
"2015-04-07","C4118","I12",16.51
"2015-04-08","C4218","I12",18.33
"2015-04-12","C458","I12",50.19
"2015-04-12","C467","I12",50.2
"2015-04-12","C465","I12",50.23
"2015-04-19","C5335","I12",16.42
"2015-04-21","C2720","I12",14.75
"2015-04-21","C1952","I12",17.9
"2015-04-21","C4014","I12",21.28
"2015-04-21","C131","I12",25.64
"2015-04-21","C1766","I12",10.73
"2015-04-23","C4336","I12",24.24
"2015-04-23","C5024","I12",20.75
"2015-04-25","C5492","I12",23.75
"2015-04-26","C638","I12",9.63
"2015-04-28","C3720","I12",22.65
"2015-04-28","C5007","I12",10.42
"2015-04-29","C205","I12",12.95
"2015-04-29","C5477","I12",12.49
"2015-04-30","C4027","I12",8.75
"2015-04-30","C4401","I12",49.99
"2015-05-02","C242","I12",15.41
"2015-05-02","C1958","I12",6.68
"2015-05-03","C808","I12",7.81
"2015-05-03","C5450","I12",12.72
"2015-05-03","C4392","I12",8.56
"2015-05-03","C4027","I12",12.17
"2015-05-04","C5488","I12",31.91
"2015-05-07","C4258","I12",14.18
"2015-05-09","C4329","I12",18.1
"2015-05-09","C1661","I12",11.45
"2015-05-11","C1077","I12",13.71
"2015-05-11","C3445","I12",18.98
"2015-05-11","C5293","I12",23.52
"2015-05-11","C3955","I12",39.56
"2015-05-12","C713","I12",37.74
"2015-05-12","C5352","I12",30.19
"2015-05-14","C5352","I12",26.77
"2015-05-14","C1958","I12",6.4
"2015-05-17","C5603","I12",19.48
"2015-05-20","C4078","I12",29.81
"2015-05-23","C2034","I12",9.29
"2015-05-23","C4565","I12",44.5
"2015-05-26","C979","I12",26.92
"2015-05-30","C2660","I12",31.78
"2015-05-30","C1431","I12",9.02
"2015-06-06","C4471","I12",8.55
"2015-06-09","C5702","I12",38.86
"2015-06-09","C5616","I12",10.7
"2015-06-10","C2039","I12",35.44
"2015-06-11","C3299","I12",22.57
"2015-06-13","C2682","I12",13.02
"2015-06-13","C5355","I12",18.13
"2015-06-14","C779","I12",17.34
"2015-06-18","C3251","I12",11.8
"2015-06-20","C2975","I12",42.4
"2015-06-28","C5548","I12",14.74
"2015-06-30","C1259","I12",15.63
"2015-07-05","C5293","I12",8.48
"2015-07-11","C5562","I12",13.33
"2015-07-14","C1343","I12",43.26
"2015-07-16","C1343","I12",30.09
"2015-07-16","C359","I12",10.81
"2015-07-20","C1481","I12",11.54
"2015-07-22","C4745","I12",28.19
"2015-07-22","C1973","I12",43.21
"2015-07-23","C2053","I12",12.13
"2015-07-28","C5305","I12",14.13
"2015-07-29","C4554","I12",16.59
"2015-08-02","C5521","I12",8.58
"2015-08-03","C471","I12",13.8
"2015-08-04","C4356","I12",31.65
"2015-08-13","C5143","I12",13.74
"2015-08-13","C4201","I12",15.24
"2015-08-15","C1826","I12",38.24
"2015-08-18","C5304","I12",10.56
"2015-08-18","C2014","I12",30.94
"2015-08-19","C5203","I12",35.07
"2015-08-25","C246","I12",21.64
"2015-08-26","C2626","I12",12.65
"2015-08-29","C3837","I12",9.84
"2015-09-05","C3929","I12",29.27
"2015-09-12","C1393","I12",15.29
"2015-09-23","C4522","I12",8.83
"2015-10-10","C80","I12",42.82
"2015-10-20","C5700","I12",5.2
"2015-10-21","C1748","I12",14.25
"2015-10-21","C238","I12",15.31
"2015-10-22","C1263","I12",6.95
"2015-10-22","C410","I12",12.08
"2015-10-27","C27","I12",29.37
"2015-11-01","C3397","I12",20.7
"2015-11-03","C3768","I12",18.82
"2015-11-05","C31","I12",5.89
"2015-11-07","C4963","I12",8.75
"2015-11-08","C1108","I12",6.87
"2015-11-09","C495","I12",32.85
"2015-11-10","C4943","I12",12.43
"2015-11-11","C5658","I12",39.15
"2015-11-11","C1251","I12",29.39
"2015-11-12","C1381","I12",29.54
"2015-11-16","C71","I12",5.45
"2015-11-17","C1796","I12",13.8
"2015-11-19","C5526","I12",9.4
"2015-11-19","C1226","I12",24.74
"2015-11-20","C4944","I12",16.6
"2015-11-23","C68","I12",9.02
"2015-11-24","C2131","I12",20.67
"2015-11-25","C563","I12",22.66
"2015-11-28","C5411","I12",7.75
"2015-11-30","C5064","I12",27.46
"2015-12-01","C4734","I12",12.97
