"Date","Customer.code","Item.code","Units"
"2014-04-05","C1951","I31",0.8
"2014-04-07","C960","I31",1.08
"2014-04-08","C3624","I31",0.61
"2014-04-10","C1846","I31",0.11
"2014-04-12","C3720","I31",0.42
"2014-04-12","C5065","I31",0.03
"2014-04-13","C2979","I31",0.72
"2014-04-14","C2173","I31",0.28
"2014-04-15","C4724","I31",0.11
"2014-04-17","C2257","I31",0.62
"2014-04-19","C2185","I31",0.06
"2014-04-19","C769","I31",0.23
"2014-04-19","C765","I31",0.03
"2014-04-19","C1653","I31",0.82
"2014-04-23","C1235","I31",0.02
"2014-04-30","C1426","I31",0.06
"2014-05-14","C4812","I31",0.79
"2014-05-21","C5378","I31",0.63
"2014-05-26","C3985","I31",0.49
"2014-05-26","C4508","I31",0.41
"2014-05-27","C5496","I31",0.73
"2014-05-28","C3978","I31",0.05
"2014-06-10","C1500","I31",0.55
"2014-06-10","C5183","I31",0.54
"2014-06-12","C3952","I31",0.04
"2014-06-17","C1429","I31",0.14
"2014-06-17","C1349","I31",0.71
"2014-06-19","C3524","I31",0.15
"2014-06-21","C2404","I31",0.03
"2014-06-22","C3907","I31",0.03
"2014-06-29","C295","I31",0.68
"2014-07-15","C1752","I31",1.01
"2014-07-15","C3937","I31",0.16
"2014-07-17","C4506","I31",1.61
"2014-07-19","C2081","I31",0.41
"2014-07-20","C1772","I31",0.65
"2014-07-21","C4628","I31",0.05
"2014-07-22","C765","I31",1.87
"2014-07-28","C1610","I31",0.54
"2014-08-05","C2979","I31",0.35
"2014-08-06","C5317","I31",0.67
"2014-08-09","C3672","I31",0.81
"2014-08-10","C1682","I31",0.73
"2014-08-10","C2450","I31",0.54
"2014-08-12","C847","I31",0.65
"2014-08-14","C3048","I31",0.75
"2014-08-16","C1098","I31",0.51
"2014-08-16","C5502","I31",0.12
"2014-08-20","C5649","I31",0.58
"2014-08-31","C204","I31",0.62
"2014-09-03","C1051","I31",0.31
"2014-09-07","C63","I31",0.7
"2014-09-20","C5030","I31",0.63
"2014-09-20","C3025","I31",0.03
"2014-09-22","C4682","I31",0.58
"2014-09-25","C251","I31",0.92
"2014-10-01","C4405","I31",2.09
"2014-10-02","C1288","I31",0.55
"2014-10-03","C5345","I31",0.57
"2014-10-03","C4306","I31",0.55
"2014-10-03","C1343","I31",0.51
"2014-10-04","C3035","I31",0.6
"2014-10-07","C1773","I31",0.03
"2014-10-09","C4231","I31",0.54
"2014-10-11","C1553","I31",0.89
"2014-10-16","C669","I31",0.6
"2014-10-21","C221","I31",1.2
"2014-10-28","C2694","I31",0.83
"2014-10-29","C3788","I31",0.69
"2014-10-30","C211","I31",0.7
"2014-10-30","C3715","I31",0.8
"2014-10-30","C5391","I31",0.51
"2014-11-01","C1944","I31",0.8
"2014-11-04","C1296","I31",0.74
"2014-11-06","C845","I31",0.95
"2014-11-13","C3407","I31",0.05
"2014-11-13","C2902","I31",0.75
"2014-11-15","C3719","I31",0.75
"2014-11-20","C5238","I31",0.14
"2014-11-20","C3482","I31",0.74
"2014-11-22","C2688","I31",0.59
"2014-11-23","C3923","I31",0.73
"2014-11-25","C2736","I31",0.64
"2014-11-27","C2877","I31",0.71
"2014-11-27","C2404","I31",0.82
"2014-11-27","C2377","I31",0.63
"2014-12-06","C3773","I31",0.5
"2014-12-10","C5151","I31",0.04
"2014-12-10","C1133","I31",0.11
"2014-12-10","C5102","I31",0.55
"2014-12-11","C2156","I31",0.69
"2014-12-11","C84","I31",0.73
"2014-12-11","C445","I31",0.81
"2014-12-19","C5676","I31",0.62
"2014-12-21","C5040","I31",0.19
"2014-12-22","C730","I31",0.76
"2014-12-25","C1406","I31",1.46
"2014-12-27","C3101","I31",0.18
"2014-12-28","C5088","I31",0.72
"2014-12-28","C5352","I31",0.49
"2014-12-31","C5062","I31",1
"2015-01-01","C2192","I31",0.21
"2015-01-02","C4661","I31",0.3
"2015-01-07","C775","I31",0.85
"2015-01-11","C3588","I31",0.14
"2015-01-12","C1473","I31",0.13
"2015-01-13","C2404","I31",0.64
"2015-01-15","C3563","I31",0.14
"2015-01-19","C1628","I31",0.84
"2015-01-21","C3533","I31",0.67
"2015-01-22","C4094","I31",0.4
"2015-01-27","C546","I31",0.68
"2015-01-28","C4031","I31",0.08
"2015-02-01","C1872","I31",0.03
"2015-02-01","C4086","I31",0.05
"2015-02-03","C3834","I31",0.65
"2015-02-04","C8","I31",0.67
"2015-02-04","C3989","I31",0.04
"2015-02-05","C5323","I31",0.25
"2015-02-05","C1418","I31",0.04
"2015-02-09","C1739","I31",0.65
"2015-02-12","C2174","I31",0.3
"2015-02-13","C1725","I31",0.7
"2015-02-13","C124","I31",0.62
"2015-02-13","C1790","I31",0.7
"2015-02-14","C3114","I31",0.67
"2015-02-14","C1886","I31",0.64
"2015-02-14","C2769","I31",0.69
"2015-02-18","C2319","I31",0.26
"2015-02-21","C5162","I31",0.45
"2015-02-23","C5487","I31",0.24
"2015-02-24","C2520","I31",0.2
"2015-03-01","C3976","I31",0.3
"2015-03-03","C1520","I31",0.23
"2015-03-04","C5489","I31",0.31
"2015-03-04","C667","I31",0.5
"2015-03-05","C4945","I31",0.35
"2015-03-05","C3396","I31",0.26
"2015-03-09","C1765","I31",0.3
"2015-03-10","C29","I31",0.76
"2015-03-12","C2621","I31",0.78
"2015-03-12","C5445","I31",1.06
"2015-03-17","C1119","I31",0.67
"2015-03-17","C499","I31",0.03
"2015-03-18","C5485","I31",0.77
"2015-03-18","C4916","I31",0.63
"2015-03-21","C2040","I31",0.49
"2015-03-21","C1958","I31",1.51
"2015-03-21","C3601","I31",0.44
"2015-03-21","C3608","I31",0.64
"2015-03-21","C5600","I31",0.87
"2015-03-24","C3252","I31",0.39
