"Date","Customer.code","Item.code","Units"
"2014-04-16","C3917","I22",9.48
"2014-04-17","C1094","I22",79.64
"2014-04-19","C765","I22",5.08
"2014-04-21","C2193","I22",8.68
"2014-04-30","C451","I22",74.98
"2014-04-30","C467","I22",70.29
"2014-04-30","C458","I22",69.53
"2014-05-01","C5474","I22",9.97
"2014-05-02","C2016","I22",20.22
"2014-06-05","C5439","I22",4.62
"2014-06-05","C1026","I22",54.8
"2014-06-05","C3620","I22",5.84
"2014-06-05","C4405","I22",4.97
"2014-06-05","C4911","I22",26.84
"2014-06-05","C1044","I22",6.08
"2014-06-05","C2977","I22",4.35
"2014-06-05","C4273","I22",6.08
"2014-06-05","C1367","I22",4.34
"2014-06-05","C4228","I22",9.95
