"Date","Customer.code","Item.code","Units"
"2014-04-14","C2173","I5",10.22
"2014-05-08","C5694","I5",48.37
"2014-05-17","C1210","I5",12.78
"2014-05-17","C1210","I5",12.35
"2014-05-20","C2742","I5",24.86
"2014-05-22","C1558","I5",10.53
"2014-07-10","C4833","I5",10.47
"2014-07-10","C3906","I5",36.48
"2014-07-31","C419","I5",20.5
"2014-07-31","C4088","I5",9.65
"2014-08-03","C109","I5",25.47
"2014-08-07","C4513","I5",12.97
"2014-08-09","C846","I5",24.73
"2014-08-09","C1523","I5",22.29
"2014-08-23","C1175","I5",26.9
"2014-09-02","C350","I5",71.95
"2014-10-12","C1080","I5",40.17
"2014-10-27","C3545","I5",15.29
"2014-11-23","C2218","I5",20.01
"2014-12-04","C981","I5",2.6
"2014-12-18","C4375","I5",28.56
"2014-12-22","C2596","I5",40.07
"2014-12-25","C4384","I5",29.99
"2015-02-07","C5317","I5",14.17
"2015-02-07","C5358","I5",12.62
"2015-02-13","C2549","I5",26.84
"2015-02-13","C949","I5",30.43
"2015-02-14","C695","I5",9.67
"2015-02-15","C160","I5",30.85
"2015-02-16","C1392","I5",20.35
"2015-03-08","C847","I5",29.75
"2015-03-17","C3552","I5",50.21
"2015-03-19","C2271","I5",2.67
"2015-04-20","C61","I5",15.18
"2015-04-21","C125","I5",20.93
"2015-05-11","C4700","I5",36.03
"2015-05-12","C713","I5",29.28
"2015-09-21","C2612","I5",2.4
"2015-10-22","C4279","I5",24.33
"2015-11-05","C1558","I5",19.92
"2015-11-07","C4963","I5",9.99
"2015-11-09","C1081","I5",18.36
"2015-11-20","C2087","I5",2.5
"2015-11-21","C5192","I5",27.49
"2015-11-28","C1978","I5",37.95
"2015-12-08","C4088","I5",14.72
"2015-12-19","C4672","I5",15.54
"2016-02-08","C1404","I5",27.14
"2016-02-25","C952","I5",24.26
"2016-06-18","C2198","I5",16.33
"2016-06-25","C3376","I5",20.18
"2016-07-05","C1565","I5",35.64
"2016-07-05","C1736","I5",10.77
"2016-08-13","C2974","I5",32.47
"2016-08-21","C3325","I5",12.82
