"Date","Customer.code","Item.code","Units"
"2014-04-02","C1278","I17",1
"2014-04-02","C50","I17",1.1
"2014-04-03","C5065","I17",4.01
"2014-04-03","C3909","I17",7.05
"2014-04-05","C1951","I17",1.22
"2014-04-05","C825","I17",2.53
"2014-04-07","C960","I17",1.88
"2014-04-08","C1977","I17",0.59
"2014-04-12","C5339","I17",10.56
"2014-04-12","C5065","I17",2.02
"2014-04-13","C924","I17",2.9
"2014-04-13","C2979","I17",1.05
"2014-04-13","C2979","I17",3.67
"2014-04-13","C4666","I17",1.94
"2014-04-13","C5725","I17",6.47
"2014-04-14","C2028","I17",2.02
"2014-04-16","C5302","I17",0.79
"2014-04-16","C2825","I17",4.73
"2014-04-17","C2257","I17",0.73
"2014-04-19","C5403","I17",1.04
"2014-04-19","C769","I17",0.36
"2014-04-19","C1653","I17",1.87
"2014-04-19","C222","I17",0.73
"2014-04-19","C222","I17",1.03
"2014-04-20","C5725","I17",20.07
"2014-04-20","C677","I17",0.97
"2014-04-21","C2513","I17",0.89
"2014-04-21","C5225","I17",0.8
"2014-04-22","C57","I17",7.67
"2014-04-22","C57","I17",5.18
"2014-04-22","C201","I17",9.11
"2014-04-22","C3380","I17",0.19
"2014-04-22","C2010","I17",4
"2014-04-23","C1212","I17",0.7
"2014-04-25","C4805","I17",13.78
"2014-04-25","C829","I17",0.65
"2014-04-25","C3452","I17",5.89
"2014-04-25","C4683","I17",0.78
"2014-04-27","C1755","I17",0.99
"2014-04-27","C3321","I17",0.81
"2014-04-28","C4738","I17",1.09
"2014-04-29","C5440","I17",6.46
"2014-04-30","C3295","I17",14.51
"2014-04-30","C1212","I17",5.05
"2014-04-30","C623","I17",1.97
"2014-04-30","C3295","I17",6.26
"2014-05-01","C4342","I17",3.34
"2014-05-01","C4342","I17",0.03
"2014-05-02","C2016","I17",0.84
"2014-05-02","C2841","I17",8.36
"2014-05-02","C3191","I17",1.52
"2014-05-02","C811","I17",1.75
"2014-05-02","C4157","I17",0.4
"2014-05-02","C3770","I17",0.64
"2014-05-03","C5461","I17",0.74
"2014-05-03","C5300","I17",1.16
"2014-05-03","C218","I17",0.79
"2014-05-04","C4848","I17",1.08
"2014-05-04","C296","I17",3.05
"2014-05-04","C2958","I17",1.59
"2014-05-04","C5651","I17",1.36
"2014-05-05","C3017","I17",1
"2014-05-06","C377","I17",1.17
"2014-05-06","C4427","I17",2.07
"2014-05-06","C4598","I17",1.03
"2014-05-06","C1915","I17",1.02
"2014-05-06","C4352","I17",1.19
"2014-05-07","C1208","I17",0.9
"2014-05-07","C1344","I17",1.07
"2014-05-08","C4193","I17",0.34
"2014-05-09","C231","I17",0.61
"2014-05-10","C5524","I17",1.04
"2014-05-10","C5541","I17",0.49
"2014-05-11","C849","I17",2.27
"2014-05-13","C4475","I17",3.01
"2014-05-13","C2822","I17",0.5
"2014-05-14","C4812","I17",0.99
"2014-05-14","C3605","I17",0.5
"2014-05-14","C4738","I17",4.22
"2014-05-15","C1201","I17",0.08
"2014-05-15","C2492","I17",3.6
"2014-05-17","C5089","I17",0.54
"2014-05-18","C1138","I17",0.48
"2014-05-18","C1410","I17",2.98
"2014-05-19","C4347","I17",0.98
"2014-05-21","C5147","I17",0.85
"2014-05-21","C5266","I17",0.61
"2014-05-22","C5518","I17",0.5
"2014-05-22","C2966","I17",0.03
"2014-05-23","C1772","I17",0.5
"2014-05-24","C231","I17",2
"2014-05-25","C671","I17",1.03
"2014-05-25","C4334","I17",1
"2014-05-26","C3959","I17",13.61
"2014-05-26","C4508","I17",0.2
"2014-05-27","C5539","I17",1.18
"2014-05-28","C2671","I17",2.08
"2014-05-28","C4096","I17",2.36
"2014-05-28","C2525","I17",1.77
"2014-05-29","C236","I17",0.52
"2014-05-29","C2865","I17",1.61
"2014-05-31","C4121","I17",0.74
"2014-05-31","C168","I17",6.56
"2014-06-01","C4918","I17",1.76
"2014-06-02","C1365","I17",0.96
"2014-06-02","C1242","I17",1
"2014-06-02","C2439","I17",0.65
"2014-06-05","C2108","I17",2.03
"2014-06-05","C2308","I17",0.2
"2014-06-07","C28","I17",0.05
"2014-06-07","C1290","I17",0.06
"2014-06-09","C1154","I17",0.49
"2014-06-09","C5144","I17",1.04
"2014-06-09","C4092","I17",0.05
"2014-06-11","C3039","I17",6.28
