"Date","Customer.code","Item.code","Units"
"2014-04-02","C50","I16",1.46
"2014-04-05","C1951","I16",1.37
"2014-04-07","C960","I16",3.79
"2014-04-08","C926","I16",1.12
"2014-04-10","C1802","I16",2.9
"2014-04-12","C5065","I16",3.1
"2014-04-15","C3401","I16",2.98
"2014-04-15","C914","I16",2.58
"2014-04-15","C3505","I16",2.89
"2014-04-19","C1653","I16",3.76
"2014-04-19","C222","I16",1.73
"2014-04-21","C1708","I16",1.77
"2014-04-23","C1212","I16",1.9
"2014-04-26","C5726","I16",1.78
"2014-04-26","C4787","I16",1.19
"2014-04-27","C3712","I16",2.5
"2014-04-27","C1755","I16",2.36
"2014-04-27","C3321","I16",1.46
"2014-04-30","C623","I16",1.36
"2014-04-30","C5020","I16",1.41
"2014-05-02","C2152","I16",1.74
"2014-05-02","C2016","I16",2.23
"2014-05-02","C2841","I16",2.63
"2014-05-02","C3191","I16",2.66
"2014-05-02","C4157","I16",2.25
"2014-05-02","C3770","I16",1.71
"2014-05-03","C218","I16",3.06
"2014-05-04","C4848","I16",2.99
"2014-05-04","C2958","I16",2.69
"2014-05-04","C5651","I16",3.15
"2014-05-05","C918","I16",1.51
"2014-05-06","C377","I16",2.61
"2014-05-06","C972","I16",1.7
"2014-05-06","C4352","I16",2.66
"2014-05-07","C1208","I16",2.54
"2014-05-07","C1344","I16",3.06
"2014-05-09","C231","I16",1.55
"2014-05-10","C5440","I16",3.55
"2014-05-12","C2501","I16",1.9
"2014-05-13","C4731","I16",1.59
"2014-05-14","C4812","I16",2.66
"2014-05-15","C2479","I16",1.4
"2014-05-17","C1963","I16",2.2
"2014-05-17","C2479","I16",0.06
"2014-05-21","C5147","I16",2.65
"2014-05-21","C5266","I16",2.7
"2014-05-24","C218","I16",3.09
"2014-05-26","C4508","I16",1.52
"2014-05-28","C2671","I16",3.48
"2014-05-29","C236","I16",2.02
"2014-05-31","C168","I16",4.3
"2014-06-05","C1038","I16",1.76
"2014-06-07","C1670","I16",3.69
"2014-06-12","C4526","I16",2.06
"2014-06-14","C5294","I16",2.5
"2014-06-19","C236","I16",2.49
"2014-06-28","C3996","I16",2.11
"2014-06-29","C3","I16",3.07
"2014-06-29","C597","I16",3.04
"2014-06-30","C925","I16",1.52
"2014-06-30","C4773","I16",1.39
"2014-06-30","C4345","I16",5.06
"2014-07-03","C2064","I16",2.55
"2014-07-09","C219","I16",4.29
"2014-07-12","C2239","I16",3.78
"2014-07-15","C90","I16",2.41
"2014-07-16","C1347","I16",2.12
"2014-07-16","C4517","I16",2.95
"2014-07-19","C2081","I16",0.9
"2014-07-20","C2503","I16",3.65
"2014-07-20","C2071","I16",3.5
"2014-07-20","C2627","I16",1.56
"2014-07-20","C1772","I16",3.13
"2014-07-21","C4231","I16",3
"2014-07-23","C1656","I16",2.05
"2014-07-27","C746","I16",4.08
"2014-07-27","C746","I16",0.03
"2014-08-02","C2362","I16",1.59
"2014-08-06","C1625","I16",1.07
"2014-08-06","C2844","I16",3.2
"2014-08-06","C5317","I16",3.82
"2014-08-07","C3619","I16",3.02
"2014-08-09","C1354","I16",1.89
"2014-08-09","C3672","I16",3.71
"2014-08-10","C1682","I16",1.95
"2014-08-10","C2450","I16",1.7
"2014-08-11","C4103","I16",1.59
"2014-08-11","C1643","I16",2.57
"2014-08-14","C1187","I16",2.93
"2014-08-14","C3048","I16",1.95
"2014-08-20","C5649","I16",3.04
"2014-08-20","C1910","I16",1.77
"2014-08-21","C972","I16",2.03
"2014-09-02","C1509","I16",2.7
"2014-09-03","C275","I16",0.94
"2014-09-05","C2949","I16",3.06
"2014-09-07","C4290","I16",2.9
"2014-09-07","C63","I16",4.37
"2014-09-13","C4333","I16",2.27
"2014-09-16","C1372","I16",2
"2014-09-20","C5030","I16",3.65
"2014-09-21","C2682","I16",1.58
"2014-09-22","C4682","I16",2.23
"2014-09-23","C3945","I16",3.35
"2014-09-26","C3098","I16",2.41
"2014-09-27","C1966","I16",4.28
"2014-09-28","C3169","I16",4.07
"2014-09-30","C3067","I16",3.42
"2014-10-02","C668","I16",10.47
"2014-10-02","C668","I16",3.36
"2014-10-03","C5345","I16",3.02
"2014-10-03","C4306","I16",2.12
"2014-10-03","C1343","I16",2.1
"2014-10-04","C3035","I16",2.46
"2014-10-07","C5256","I16",3.46
"2014-10-08","C3117","I16",1.76
"2014-10-11","C4912","I16",5.14
"2014-10-11","C2012","I16",2.55
"2014-10-12","C3934","I16",2.16
"2014-10-12","C1979","I16",1.72
"2014-10-16","C669","I16",4.27
"2014-10-17","C5049","I16",3.68
"2014-10-20","C2265","I16",4.72
"2014-10-21","C821","I16",5.07
"2014-10-22","C2115","I16",4.07
"2014-10-24","C3775","I16",2.34
"2014-10-24","C2144","I16",3.35
"2014-10-26","C3311","I16",2.76
"2014-10-26","C4519","I16",2.14
"2014-10-26","C2155","I16",1.04
"2014-10-26","C370","I16",0.87
"2014-10-27","C1221","I16",2.95
"2014-10-27","C5327","I16",1.48
"2014-10-28","C1919","I16",4.96
"2014-10-29","C5161","I16",3.49
"2014-10-29","C3788","I16",1.27
"2014-10-30","C4308","I16",1.95
"2014-10-30","C3715","I16",3.11
"2014-11-01","C1944","I16",1.88
"2014-11-01","C2362","I16",2.55
"2014-11-01","C16","I16",2.02
"2014-11-01","C2407","I16",2.94
"2014-11-02","C2610","I16",2.72
"2014-11-04","C1296","I16",2.91
"2014-11-06","C5641","I16",1.56
"2014-11-06","C845","I16",1.95
"2014-11-11","C1293","I16",2.29
"2014-11-12","C3851","I16",1.88
"2014-11-13","C5364","I16",2.53
"2014-11-15","C3719","I16",4.49
"2014-11-15","C2125","I16",2.29
"2014-11-16","C466","I16",2.95
"2014-11-16","C5097","I16",1.66
"2014-11-16","C3956","I16",1.15
"2014-11-17","C1973","I16",4.3
"2014-11-17","C1293","I16",3.37
"2014-11-18","C987","I16",3.07
"2014-11-18","C5220","I16",1.77
"2014-11-19","C1706","I16",2.96
"2014-11-20","C947","I16",0.88
"2014-11-20","C3482","I16",1.05
"2014-11-21","C5248","I16",0.86
"2014-11-21","C4387","I16",4.19
"2014-11-22","C2688","I16",1.7
"2014-11-23","C3923","I16",3.63
"2014-11-24","C3328","I16",4.25
"2014-11-24","C669","I16",4.06
"2014-11-25","C2736","I16",2.14
"2014-11-27","C2404","I16",3.07
"2014-11-29","C1167","I16",2.52
"2014-11-30","C4656","I16",2.8
"2014-12-01","C476","I16",2.39
"2014-12-01","C4483","I16",1.95
"2014-12-04","C2149","I16",2.26
"2014-12-04","C1488","I16",2.2
"2014-12-06","C4420","I16",2.14
"2014-12-09","C3673","I16",1.07
"2014-12-09","C2496","I16",1.42
"2014-12-10","C2018","I16",4
"2014-12-10","C4667","I16",3.63
"2014-12-11","C2897","I16",5.79
"2014-12-11","C445","I16",2.75
"2014-12-13","C4268","I16",1.83
"2014-12-13","C1188","I16",2.1
"2014-12-16","C1094","I16",1.74
"2014-12-22","C730","I16",2.43
"2014-12-27","C4397","I16",4.07
"2014-12-27","C5263","I16",4.6
"2014-12-28","C623","I16",2.52
"2014-12-29","C5451","I16",4.41
"2015-01-03","C3678","I16",4.05
"2015-01-07","C5101","I16",2
"2015-01-08","C899","I16",1.78
"2015-01-08","C835","I16",2.48
"2015-01-08","C3677","I16",4.22
"2015-01-10","C237","I16",2.94
"2015-01-15","C2491","I16",2.88
"2015-01-15","C2491","I16",1.9
"2015-01-17","C197","I16",2.38
"2015-01-17","C1615","I16",3.67
"2015-01-19","C2399","I16",2.33
"2015-01-19","C2923","I16",4.41
"2015-01-19","C1628","I16",3.28
"2015-01-19","C1219","I16",1.84
"2015-01-19","C1219","I16",2.27
"2015-01-20","C5654","I16",3
"2015-01-21","C3533","I16",3.74
"2015-01-22","C5323","I16",3.64
"2015-01-22","C260","I16",2.46
"2015-01-22","C3101","I16",3.96
"2015-01-24","C3304","I16",3.05
"2015-01-27","C546","I16",1.95
"2015-02-02","C621","I16",0.95
"2015-02-03","C3834","I16",2.1
"2015-02-04","C8","I16",2.34
"2015-02-04","C4439","I16",3.28
"2015-02-07","C5028","I16",4.05
"2015-02-07","C5028","I16",2.23
"2015-02-07","C1478","I16",2.1
"2015-02-09","C665","I16",1.92
"2015-02-09","C4042","I16",1.48
"2015-02-09","C1739","I16",2.25
"2015-02-11","C1608","I16",3.53
"2015-02-13","C1725","I16",4.08
"2015-02-13","C124","I16",1.7
"2015-02-13","C1790","I16",1.7
"2015-02-14","C669","I16",7.1
"2015-02-14","C573","I16",4.15
"2015-02-14","C3114","I16",4.22
"2015-02-14","C2532","I16",3.82
"2015-02-14","C727","I16",2.33
"2015-02-14","C727","I16",0.95
"2015-02-14","C643","I16",2.15
"2015-02-14","C1886","I16",1.13
"2015-02-14","C2769","I16",4.26
"2015-02-14","C341","I16",2.45
"2015-02-14","C2858","I16",4.41
"2015-02-14","C774","I16",2.46
"2015-02-15","C161","I16",5.12
"2015-02-15","C3165","I16",4.24
"2015-02-18","C4324","I16",3.73
"2015-02-19","C767","I16",3.92
"2015-02-19","C121","I16",1.34
"2015-02-21","C3618","I16",4.04
"2015-02-21","C1596","I16",1.02
"2015-02-21","C5396","I16",3.97
"2015-02-21","C727","I16",1.62
"2015-02-21","C1795","I16",1.66
