"Date","Customer.code","Item.code","Units"
"2014-04-02","C4034","I26",0.67
"2014-04-05","C4041","I26",0.27
"2014-04-12","C5429","I26",4.71
"2014-04-17","C1094","I26",0.01
"2014-04-19","C760","I26",0.05
"2014-04-21","C2193","I26",0.45
"2014-04-25","C769","I26",0.28
"2014-04-25","C1176","I26",0.06
"2014-04-29","C4841","I26",0.28
"2014-04-30","C1212","I26",0.1
"2014-05-01","C445","I26",0.37
"2014-05-04","C2919","I26",0.34
"2014-05-05","C4157","I26",0.3
"2014-05-05","C5718","I26",0.1
"2014-05-06","C3402","I26",0.07
"2014-05-10","C2682","I26",0.29
"2014-05-13","C1877","I26",0.59
"2014-05-13","C264","I26",0.05
"2014-05-15","C2744","I26",0.39
"2014-05-17","C5707","I26",0.7
"2014-05-18","C878","I26",0.28
"2014-05-20","C2742","I26",3.69
"2014-05-21","C4294","I26",0.54
"2014-05-21","C5266","I26",0.38
"2014-05-21","C5266","I26",1.43
"2014-05-25","C4508","I26",1.87
"2014-05-25","C4301","I26",0.15
"2014-05-26","C2281","I26",0.12
"2014-05-28","C1363","I26",0.14
"2014-06-01","C4918","I26",0.14
"2014-06-02","C796","I26",0.6
"2014-06-02","C1365","I26",0.03
"2014-06-07","C982","I26",0.14
"2014-06-10","C3249","I26",0.04
"2014-06-14","C3647","I26",0.41
"2014-06-14","C3634","I26",0.21
"2014-06-16","C3297","I26",0.39
"2014-06-17","C4874","I26",0.28
"2014-06-19","C3524","I26",0.03
"2014-06-22","C5571","I26",0.56
"2014-06-24","C1387","I26",1.4
"2014-06-28","C4345","I26",0.12
"2014-06-28","C3411","I26",0.2
"2014-06-29","C327","I26",0.91
"2014-07-01","C938","I26",0.27
"2014-07-01","C5718","I26",0.07
"2014-07-05","C5568","I26",0.17
"2014-07-14","C1222","I26",0.33
"2014-07-17","C4506","I26",5.03
"2014-07-19","C746","I26",0.02
"2014-07-22","C2294","I26",0.21
"2014-07-24","C616","I26",0.19
"2014-07-27","C38","I26",0.01
"2014-07-27","C2404","I26",0.14
"2014-07-31","C5328","I26",1.17
"2014-07-31","C2306","I26",0.02
"2014-08-06","C5207","I26",0.28
"2014-08-06","C1078","I26",1.86
"2014-08-09","C1354","I26",0.04
"2014-08-10","C155","I26",0.22
"2014-08-11","C5381","I26",0.53
"2014-08-17","C4860","I26",0.26
"2014-08-20","C3741","I26",1.84
"2014-08-24","C3757","I26",0.32
"2014-08-30","C4448","I26",3.51
"2014-08-30","C1100","I26",0.06
"2014-08-31","C204","I26",0.25
"2014-09-03","C2944","I26",0.58
"2014-09-04","C4714","I26",1.84
"2014-09-05","C5193","I26",0.27
"2014-09-14","C701","I26",0.53
"2014-09-23","C2534","I26",0.1
"2014-09-24","C1717","I26",0.01
"2014-09-30","C2682","I26",2.97
"2014-10-03","C2413","I26",0.87
"2014-10-04","C4599","I26",6.12
"2014-10-07","C328","I26",0.05
"2014-10-09","C5546","I26",0.63
"2014-10-11","C702","I26",0.16
"2014-10-11","C604","I26",0.61
"2014-10-12","C1486","I26",6.3
"2014-10-13","C2261","I26",0.12
"2014-10-14","C330","I26",0.41
"2014-10-19","C1659","I26",0.23
"2014-10-22","C2379","I26",0.04
"2014-10-25","C5237","I26",1.66
"2014-10-25","C1439","I26",0.03
"2014-10-27","C1221","I26",0.27
"2014-10-28","C2694","I26",1.65
"2014-11-01","C2362","I26",0.22
"2014-11-01","C3338","I26",0.09
"2014-11-01","C1302","I26",0.82
"2014-11-05","C3308","I26",0.09
"2014-11-06","C5641","I26",0.02
"2014-11-10","C21","I26",0.56
"2014-11-10","C413","I26",0.13
"2014-11-12","C4668","I26",0.98
"2014-11-13","C2902","I26",2.4
"2014-11-16","C466","I26",1.42
"2014-11-17","C4674","I26",0.68
"2014-11-17","C2546","I26",1.12
"2014-11-19","C1706","I26",0.49
"2014-11-20","C947","I26",0.49
"2014-11-21","C5248","I26",0.45
"2014-11-22","C5102","I26",0.6
