"Date","Customer.code","Item.code","Units"
"2014-08-26","C3239","I2",0.42
"2014-08-30","C2387","I2",0.25
"2014-09-07","C3037","I2",0.21
"2014-09-10","C1505","I2",0.22
"2014-10-02","C2793","I2",0.16
"2014-11-03","C2025","I2",0.32
"2014-12-06","C749","I2",0.02
"2015-01-17","C5631","I2",0.31
"2015-01-18","C1398","I2",0.6
"2015-01-18","C3103","I2",0.29
"2015-01-19","C3237","I2",0.29
"2015-01-19","C5520","I2",0.29
"2015-01-19","C2286","I2",0.28
"2015-01-20","C5189","I2",0.6
"2015-01-21","C3858","I2",0.99
"2015-01-24","C1233","I2",0.29
"2015-01-28","C3659","I2",0.31
"2015-01-31","C1498","I2",0.3
"2015-02-01","C5086","I2",0.29
"2015-02-05","C1094","I2",0.6
"2015-02-07","C3954","I2",0.31
"2015-02-10","C4750","I2",0.3
"2015-02-11","C3361","I2",0.41
"2015-02-12","C3907","I2",0.52
"2015-03-07","C1790","I2",0.64
"2015-03-26","C5266","I2",0.25
"2015-03-29","C1094","I2",0.16
"2015-04-05","C3039","I2",0.35
"2015-04-07","C2143","I2",0.19
"2015-04-09","C91","I2",0.31
"2015-04-12","C1502","I2",1.03
"2015-04-13","C5417","I2",0.28
"2015-04-14","C3121","I2",0.48
"2015-04-16","C4529","I2",0.26
"2015-04-18","C4003","I2",0.32
"2015-04-19","C685","I2",0.22
"2015-04-21","C3568","I2",1.28
"2015-04-21","C1921","I2",1.55
"2015-04-25","C5338","I2",0.19
"2015-04-25","C5435","I2",0.19
"2015-04-29","C728","I2",0.15
"2015-04-30","C5642","I2",0.18
"2015-05-02","C3243","I2",0.2
"2015-05-04","C3916","I2",0.01
"2016-06-07","C33","I2",0.41
"2016-08-04","C3882","I2",0.29
"2016-08-14","C2534","I2",0.38
"2016-08-15","C2853","I2",0.5
"2016-08-22","C1277","I2",0.47
"2016-08-28","C5356","I2",0.3
"2016-09-08","C259","I2",0.18
"2016-09-08","C183","I2",0.18
"2016-09-14","C42","I2",0.22
"2016-09-14","C42","I2",0.2
"2016-09-15","C3697","I2",0.38
"2016-09-17","C1764","I2",0.18
"2016-09-18","C2721","I2",0.3
"2016-09-20","C4697","I2",0.28
"2016-09-24","C4608","I2",0.28
"2016-09-27","C5118","I2",0.2
"2016-09-28","C928","I2",0.4
