"Date","Customer.code","Item.code","Units"
"2014-04-03","C4158","I33",3.8
"2014-04-05","C1951","I33",4.16
"2014-04-05","C157","I33",5.31
"2014-04-05","C825","I33",5.36
"2014-04-06","C597","I33",1.57
"2014-04-08","C3686","I33",4.84
"2014-04-10","C4988","I33",2.68
"2014-04-12","C4526","I33",4.24
"2014-04-13","C2979","I33",6.95
"2014-04-13","C5725","I33",4.6
"2014-04-13","C5725","I33",3.26
"2014-04-14","C5225","I33",1.33
"2014-04-14","C5225","I33",3.1
"2014-04-14","C4097","I33",2.65
"2014-04-15","C2562","I33",4.55
"2014-04-15","C914","I33",2.71
"2014-04-15","C2534","I33",7.05
"2014-04-15","C3505","I33",4.41
"2014-04-15","C5462","I33",3.93
"2014-04-15","C3828","I33",2.89
"2014-04-17","C761","I33",6.5
"2014-04-19","C1653","I33",5.52
"2014-04-19","C388","I33",3.44
"2014-04-19","C5403","I33",3.02
"2014-04-20","C1517","I33",4.7
"2014-04-21","C1359","I33",1.07
"2014-04-22","C3321","I33",3.3
"2014-04-23","C4010","I33",1.7
"2014-04-23","C801","I33",4.47
"2014-04-23","C3321","I33",4.11
"2014-04-23","C4683","I33",4.17
"2014-04-25","C769","I33",3.8
"2014-04-25","C4683","I33",3.45
"2014-04-28","C4741","I33",4.27
"2014-04-30","C623","I33",3.7
"2014-04-30","C2377","I33",4.07
"2014-05-01","C1120","I33",4.48
"2014-05-02","C1290","I33",4.56
"2014-05-02","C3860","I33",4.25
"2014-05-02","C5087","I33",7.12
"2014-05-02","C811","I33",3.07
"2014-05-02","C2404","I33",2.68
"2014-05-02","C1155","I33",4.46
"2014-05-03","C5300","I33",6.74
"2014-05-04","C4848","I33",3.9
"2014-05-04","C2919","I33",3.2
"2014-05-04","C2958","I33",3.77
"2014-05-05","C3349","I33",3.52
"2014-05-05","C5718","I33",3.62
"2014-05-05","C3698","I33",2.44
"2014-05-06","C4067","I33",7.2
"2014-05-10","C2245","I33",3.88
"2014-05-10","C4707","I33",3.58
"2014-05-12","C3025","I33",3.56
"2014-05-12","C738","I33",1.45
"2014-05-13","C3294","I33",4.1
"2014-05-13","C1964","I33",2.25
"2014-05-13","C5313","I33",3.67
"2014-05-13","C3721","I33",5.79
"2014-05-13","C2822","I33",3
"2014-05-13","C264","I33",1.44
"2014-05-14","C1242","I33",5.33
"2014-05-14","C1871","I33",4.5
"2014-05-14","C2180","I33",3.48
"2014-05-14","C2476","I33",5.07
"2014-05-15","C1159","I33",3.05
"2014-05-15","C151","I33",3.18
"2014-05-15","C151","I33",3.66
"2014-05-15","C151","I33",4.38
"2014-05-15","C151","I33",3.38
"2014-05-15","C151","I33",4.37
"2014-05-15","C151","I33",3.99
"2014-05-15","C151","I33",4.95
"2014-05-15","C151","I33",5.73
"2014-05-15","C151","I33",2.16
"2014-05-15","C151","I33",3.22
"2014-05-15","C3802","I33",1.08
"2014-05-17","C3593","I33",2.32
"2014-05-17","C5713","I33",3.42
"2014-05-17","C2363","I33",1.09
"2014-05-17","C645","I33",3.76
"2014-05-17","C2272","I33",3.71
"2014-05-17","C4049","I33",5.98
"2014-05-18","C1994","I33",1.8
"2014-05-18","C2249","I33",1.48
"2014-05-18","C5392","I33",1.37
"2014-05-18","C247","I33",4.72
"2014-05-18","C247","I33",2.16
"2014-05-21","C3920","I33",2.8
"2014-05-21","C5266","I33",3.16
"2014-05-22","C2902","I33",3.13
"2014-05-22","C1472","I33",5.92
"2014-05-22","C3157","I33",2.56
"2014-05-23","C624","I33",5.2
"2014-05-23","C2505","I33",5.03
"2014-05-28","C2303","I33",2.56
"2014-05-29","C174","I33",3.03
"2014-05-29","C5027","I33",3.12
"2014-05-31","C2392","I33",1.3
"2014-05-31","C1649","I33",1.55
"2014-05-31","C421","I33",1.95
"2014-06-01","C1074","I33",3.15
"2014-06-02","C796","I33",1.4
"2014-06-02","C1351","I33",4.21
"2014-06-02","C4591","I33",3.4
"2014-06-04","C2357","I33",1.12
"2014-06-04","C565","I33",3.68
"2014-06-05","C1981","I33",3.71
"2014-06-09","C4176","I33",2.86
"2014-06-09","C664","I33",3.75
"2014-06-14","C4400","I33",3.23
"2014-06-17","C4874","I33",3.47
"2014-06-19","C5571","I33",1.12
"2014-06-21","C910","I33",3.09
"2014-06-21","C221","I33",5.25
"2014-06-24","C1387","I33",2.92
"2014-06-28","C3996","I33",3.48
"2014-06-29","C327","I33",2.28
"2014-06-30","C3423","I33",4.83
"2014-07-01","C1809","I33",2.5
"2014-07-01","C5718","I33",3.55
"2014-07-05","C2930","I33",3.29
"2014-07-07","C4917","I33",4.76
"2014-07-07","C1972","I33",2.05
"2014-07-08","C5508","I33",1.16
"2014-07-09","C4247","I33",3.95
"2014-07-09","C3789","I33",3.94
"2014-07-10","C5283","I33",3.58
"2014-07-10","C3080","I33",3.55
"2014-07-12","C5350","I33",3.32
"2014-07-13","C1438","I33",3.41
"2014-07-13","C1438","I33",1.45
"2014-07-16","C831","I33",2.11
"2014-07-16","C3554","I33",3.5
"2014-07-19","C3196","I33",3.27
"2014-07-19","C50","I33",3.8
"2014-07-19","C5419","I33",4.85
"2014-07-20","C2071","I33",2.85
"2014-07-20","C1772","I33",4.64
"2014-07-20","C187","I33",4.53
"2014-07-21","C2979","I33",2.97
"2014-07-21","C4231","I33",1.75
"2014-07-23","C1656","I33",4.19
"2014-07-24","C178","I33",5.24
"2014-07-24","C4973","I33",3.67
"2014-07-24","C616","I33",2.28
"2014-07-24","C3534","I33",2.65
"2014-07-24","C5368","I33",5.32
"2014-07-26","C1889","I33",3.28
"2014-07-26","C591","I33",3.99
"2014-07-26","C2619","I33",5.93
"2014-07-27","C2954","I33",4.8
"2014-07-27","C2954","I33",3.2
"2014-07-27","C2954","I33",7.82
"2014-07-27","C2954","I33",3.65
"2014-07-27","C2954","I33",2.4
"2014-07-27","C2954","I33",3.35
"2014-07-27","C2954","I33",1.7
"2014-07-27","C2954","I33",1.54
"2014-07-27","C2954","I33",4.51
"2014-07-27","C4621","I33",3.1
"2014-07-27","C4621","I33",3.01
"2014-07-27","C2979","I33",5.4
"2014-07-27","C2979","I33",5.32
"2014-07-27","C2979","I33",5.33
"2014-07-27","C5246","I33",3.91
"2014-07-31","C5722","I33",3.48
"2014-07-31","C1321","I33",3.66
"2014-08-02","C3081","I33",1.72
"2014-08-04","C3884","I33",5.75
"2014-08-05","C5158","I33",2.37
"2014-08-06","C5344","I33",2.74
"2014-08-07","C1573","I33",6.35
"2014-08-07","C1573","I33",1.67
"2014-08-07","C1573","I33",3.58
"2014-08-07","C3386","I33",4.78
"2014-08-09","C3064","I33",7.56
"2014-08-09","C1428","I33",4.2
"2014-08-09","C5587","I33",2.25
"2014-08-09","C4140","I33",2.25
"2014-08-10","C1308","I33",3.8
"2014-08-11","C2309","I33",3.83
"2014-08-11","C532","I33",3.26
"2014-08-12","C1468","I33",2.06
"2014-08-13","C3080","I33",4.8
"2014-08-14","C4975","I33",3.4
"2014-08-16","C4325","I33",1.1
"2014-08-17","C1123","I33",1.08
"2014-08-17","C2833","I33",1.71
"2014-08-17","C4334","I33",3.24
"2014-08-17","C4860","I33",1.09
"2014-08-18","C1703","I33",2.8
"2014-08-20","C552","I33",3.02
"2014-08-20","C1703","I33",3.6
"2014-08-24","C4975","I33",3.87
"2014-08-24","C1292","I33",2.63
"2014-08-24","C1524","I33",3.2
"2014-08-24","C1524","I33",1.53
"2014-08-24","C3757","I33",2.65
"2014-08-30","C314","I33",3.11
"2014-08-30","C5379","I33",3.3
"2014-08-31","C204","I33",2.36
"2014-09-01","C1276","I33",3.83
"2014-09-02","C1509","I33",1.26
"2014-09-02","C391","I33",2.09
"2014-09-02","C3870","I33",3.27
"2014-09-03","C4299","I33",2.04
"2014-09-04","C5560","I33",3.85
"2014-09-04","C4714","I33",1.51
"2014-09-04","C2838","I33",2.61
"2014-09-05","C5193","I33",1.16
"2014-09-06","C1761","I33",3.5
"2014-09-11","C4675","I33",4.17
"2014-09-13","C4728","I33",3.12
"2014-09-13","C21","I33",2.6
"2014-09-13","C4525","I33",3.46
"2014-09-14","C701","I33",2.27
"2014-09-17","C1844","I33",1.71
"2014-09-18","C1335","I33",3.19
"2014-09-21","C2973","I33",3.99
"2014-09-23","C3483","I33",4.78
"2014-09-23","C3244","I33",2.48
"2014-09-24","C4020","I33",10.07
"2014-09-24","C373","I33",3.4
"2014-09-25","C1391","I33",2.53
"2014-09-25","C251","I33",2.57
"2014-09-27","C2872","I33",1.25
"2014-09-27","C5476","I33",5.24
"2014-09-27","C5322","I33",6.36
"2014-09-28","C3818","I33",2.23
"2014-09-28","C929","I33",1.5
"2014-09-28","C4012","I33",1.08
"2014-09-29","C1718","I33",7.17
"2014-10-01","C1570","I33",4.13
"2014-10-01","C5362","I33",4.91
"2014-10-02","C4599","I33",3.7
"2014-10-03","C455","I33",3.05
