"Date","Customer.code","Item.code","Units"
"2014-04-09","C2354","I28",0
"2014-08-11","C2595","I28",0
"2014-08-12","C2016","I28",0
"2015-05-23","C5673","I28",0
"2015-06-08","C4403","I28",0
"2015-06-14","C4774","I28",0
"2015-06-15","C4389","I28",0
"2015-06-16","C1773","I28",0
"2015-06-18","C3403","I28",0
"2015-06-23","C2975","I28",0
"2015-06-25","C1832","I28",0
"2015-06-29","C3366","I28",0
"2015-07-22","C984","I28",0
"2015-07-27","C2873","I28",0
"2015-07-29","C2507","I28",0
"2015-08-03","C5115","I28",0
"2015-08-05","C4169","I28",0
"2015-08-08","C1537","I28",0
"2015-08-09","C3613","I28",0
"2015-08-12","C4752","I28",0
"2015-08-20","C1854","I28",0
"2015-08-22","C5711","I28",0
"2015-09-03","C2876","I28",0
"2015-09-19","C4260","I28",0
"2015-09-21","C3399","I28",0
"2015-09-26","C3289","I28",0
"2015-10-11","C2710","I28",0
"2015-10-19","C5311","I28",0
"2015-10-19","C5631","I28",0
"2015-10-26","C1211","I28",0
"2015-10-26","C2060","I28",0
"2015-11-03","C927","I28",0
"2015-11-04","C3025","I28",0
"2015-11-05","C1832","I28",0
"2015-11-10","C2393","I28",0
"2015-12-27","C4467","I28",0
"2016-01-07","C4430","I28",0
"2016-01-07","C3756","I28",0
"2016-01-19","C2547","I28",0
"2016-01-25","C4662","I28",0
"2016-02-10","C2525","I28",0
"2016-02-20","C2810","I28",0
"2016-02-23","C2377","I28",0
"2016-02-24","C913","I28",0
"2016-02-29","C85","I28",0
"2016-02-29","C4602","I28",0
"2016-04-26","C3304","I28",0
"2016-05-11","C4766","I28",0
"2016-05-14","C4212","I28",0
"2016-05-16","C751","I28",0
"2016-05-17","C864","I28",0
"2016-05-18","C1431","I28",0
"2016-05-21","C414","I28",0
"2016-05-22","C2509","I28",0
"2016-06-13","C4023","I28",0
"2016-06-25","C2742","I28",0
"2016-06-26","C1868","I28",0
"2016-06-27","C1954","I28",0
"2016-07-12","C3995","I28",0
"2016-07-13","C887","I28",0
"2016-07-17","C3287","I28",0
"2016-08-06","C1942","I28",0
"2016-08-06","C3758","I28",0
"2016-08-22","C3422","I28",0
"2016-08-28","C1562","I28",0
"2016-08-30","C5418","I28",0
"2016-08-31","C5704","I28",0
"2016-09-13","C563","I28",0
"2016-09-29","C355","I28",0
