"Date","Customer.code","Item.code","Units"
"2014-04-13","C2979","I4",52.24
"2014-04-13","C2979","I4",50.01
"2014-04-14","C2173","I4",41.47
"2014-04-20","C1880","I4",95.95
"2014-04-23","C2169","I4",33.7
"2014-05-02","C1557","I4",29.3
"2014-05-10","C1557","I4",22.06
"2014-05-11","C1026","I4",52.69
"2014-05-22","C4732","I4",16.89
"2014-05-31","C3025","I4",46.83
"2014-06-10","C2962","I4",50.16
"2014-06-21","C4506","I4",50.09
"2014-08-09","C411","I4",45
"2014-08-23","C443","I4",25.4
"2014-08-26","C4031","I4",15.61
"2014-09-26","C4395","I4",40.29
"2014-09-27","C1773","I4",44.47
"2014-10-03","C5486","I4",50.13
"2014-10-03","C5485","I4",50.31
"2014-10-12","C2146","I4",35.34
"2014-10-20","C1412","I4",29.72
"2014-10-23","C3235","I4",39.88
"2014-10-26","C2701","I4",41.77
"2014-10-27","C3261","I4",55.53
"2014-11-18","C4760","I4",50.01
"2014-11-23","C1408","I4",49.07
"2014-11-23","C2182","I4",52.86
"2014-11-23","C519","I4",47.95
"2014-11-27","C3235","I4",50.34
"2014-12-10","C3464","I4",40.35
"2014-12-11","C445","I4",44.8
"2014-12-13","C2177","I4",42.09
"2014-12-20","C3739","I4",33.2
"2014-12-27","C2169","I4",25.61
"2014-12-28","C2381","I4",50
"2015-02-08","C717","I4",49.99
"2015-02-14","C1832","I4",39.31
"2015-02-14","C3698","I4",37.2
"2015-02-15","C3020","I4",51.32
"2015-02-21","C1857","I4",23.47
"2015-03-08","C1851","I4",30.42
"2015-03-18","C1080","I4",46.96
"2015-03-21","C1895","I4",42.1
"2015-03-26","C446","I4",120.04
"2015-03-28","C3714","I4",50.07
"2015-04-04","C1597","I4",30.15
"2015-04-05","C4270","I4",39.85
"2015-04-07","C1137","I4",25.08
"2015-04-18","C1129","I4",24.16
"2015-04-21","C4829","I4",20.16
"2015-04-22","C3140","I4",23.02
"2015-05-05","C1307","I4",90.12
"2015-05-21","C779","I4",46.42
"2015-05-25","C757","I4",90.48
"2015-05-31","C2182","I4",28.24
"2015-07-14","C1433","I4",45.36
"2015-07-16","C725","I4",63.18
"2015-07-25","C4902","I4",35.66
"2015-08-11","C4152","I4",20.38
"2015-08-17","C611","I4",40.21
"2015-08-25","C186","I4",41.2
"2015-09-02","C2589","I4",20.42
"2015-10-08","C4512","I4",56.67
"2015-10-08","C4512","I4",20.2
"2015-10-22","C5416","I4",30.19
"2015-11-07","C2901","I4",50.05
"2015-11-07","C1832","I4",27.62
"2015-11-09","C1837","I4",45.4
"2015-11-21","C4802","I4",24.44
"2015-12-13","C3164","I4",42.41
"2015-12-14","C1790","I4",50.46
"2015-12-17","C2236","I4",61.13
"2015-12-19","C1203","I4",32.04
"2015-12-20","C1978","I4",32.3
"2015-12-22","C2207","I4",54.31
"2015-12-23","C2906","I4",29.93
"2015-12-24","C168","I4",49.94
"2015-12-30","C2895","I4",40.21
"2016-01-03","C3798","I4",30.28
"2016-01-20","C5584","I4",30.3
"2016-01-30","C3467","I4",28.94
"2016-01-31","C3414","I4",57.79
"2016-02-06","C914","I4",44.1
"2016-02-09","C3740","I4",37.45
"2016-04-30","C5534","I4",40.21
"2016-05-09","C2761","I4",25.47
"2016-06-09","C516","I4",54.96
"2016-07-11","C1857","I4",25.63
"2016-07-19","C2325","I4",51.33
"2016-08-11","C3692","I4",20.53
"2016-08-14","C5450","I4",39.22
"2016-09-07","C1417","I4",30.6
