"Date","Customer.code","Item.code","Units"
"2014-05-18","C2249","I23",0.5
"2014-05-23","C1180","I23",0.31
"2014-05-28","C2872","I23",0.12
"2014-06-02","C4591","I23",0.56
"2014-06-15","C3112","I23",0.98
"2014-07-17","C5196","I23",4.96
"2014-08-10","C155","I23",3.98
"2014-08-14","C4142","I23",6.79
"2014-09-05","C4583","I23",0.35
"2014-09-06","C4027","I23",10.01
"2014-09-18","C3231","I23",1.57
"2014-10-02","C656","I23",1.23
"2014-10-08","C3117","I23",4.07
"2014-10-18","C3096","I23",4.08
"2014-11-06","C3801","I23",0.64
"2014-11-09","C1763","I23",6
"2014-11-12","C393","I23",2.45
"2014-11-13","C3407","I23",1.25
"2014-11-14","C2975","I23",6.51
"2014-11-16","C3956","I23",0.32
"2014-11-24","C2333","I23",0.34
"2014-12-09","C5600","I23",2.4
"2014-12-22","C4506","I23",0.05
"2015-01-12","C1464","I23",0.03
"2015-02-15","C1052","I23",0.36
"2015-03-29","C1094","I23",0.37
"2015-05-16","C3002","I23",1.01
"2015-05-17","C294","I23",0.25
"2015-05-20","C979","I23",1.28
"2015-05-25","C4350","I23",0.25
"2015-05-28","C1690","I23",1
"2015-05-30","C3148","I23",1.02
"2015-05-30","C4457","I23",1.01
"2015-06-03","C3286","I23",1.06
"2015-06-06","C3947","I23",1.04
"2015-06-08","C4217","I23",1.02
"2015-06-09","C2852","I23",0.81
"2015-06-09","C5616","I23",1.04
"2015-06-10","C1756","I23",0.99
"2015-06-13","C3665","I23",1.27
"2015-06-13","C2880","I23",1.03
"2015-06-17","C2633","I23",1.02
"2015-06-18","C4637","I23",2.57
"2015-06-20","C1669","I23",1.05
"2015-06-21","C2628","I23",0.51
"2015-06-22","C4671","I23",1.02
"2015-07-06","C5011","I23",4.1
"2015-08-02","C2153","I23",1.04
"2015-08-04","C1376","I23",1.16
"2015-08-09","C3143","I23",0.13
"2015-08-10","C4965","I23",0.84
"2015-08-13","C5143","I23",1.3
"2015-08-13","C3568","I23",0.23
"2015-08-19","C5100","I23",0.49
"2015-08-19","C3441","I23",0.52
"2015-08-19","C706","I23",0.5
"2015-08-22","C3472","I23",0.5
"2015-08-23","C4204","I23",0.14
"2015-08-23","C812","I23",0.28
"2015-08-24","C1519","I23",0.54
"2015-08-27","C2162","I23",0.07
"2015-08-28","C5108","I23",0.4
"2015-08-28","C1532","I23",0.69
"2015-08-28","C5135","I23",0.48
"2015-08-28","C5619","I23",0.48
"2015-08-28","C900","I23",0.6
"2015-08-29","C3837","I23",0.2
"2015-09-23","C3153","I23",0.28
"2015-09-30","C4429","I23",1.57
"2015-10-31","C4054","I23",1.63
"2015-11-04","C5490","I23",1.68
"2015-11-09","C3309","I23",1.53
"2015-11-19","C5526","I23",3.19
"2015-11-21","C3974","I23",1.03
"2015-11-21","C1219","I23",1.2
"2015-11-23","C4886","I23",2.07
